"reference_id","reference_details","created_by","created_date","modified_by","modified_date"
"96","Prummel, W. 1977. Een bewerkt damhertbeen uit het Romeinse Castellum te Valkenburg (Z.H.). <em>Westerheem</em> 26(1): 4-14.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"97","Rahtz, P. 1977. Fauna. In P. Rahtz &#038; E. Greenfield (eds), <em>Excavations at Chew Valley Lake, Somerset</em>. Archaeological Reports No. 8, Department of the Environment, London: 375-382.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"98","Rauh, H. 1981. <em>Knochenfunde von S&#228;ugetieren aus dem Demircih&#252;y&#252;k (Nordwestanatolien)</em>. PhD thesis, Institut f&#252;r Pal&#228;oanatomie, Domestikationsforschung und Geschichte der Tiermedizin, Universit&#228;t M&#252;nchen, Munich.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"99","Reichstein, H. 1979. Erste ergebnisse von untersuchungen an Tierknochen aus bronzezeitlichen Siedlungschichten im n&#246;rdlichen Griechenland (Ausgrabung Kastanas). <em>Jahrbuch des R&#246;misch-Germanischen Zentralmuseums Mainz</em> 26: 239-270.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"100","Reilly, K. 2001. The animal bones from Fenning's Wharf. In B. Watson, T. Brigham &#038; T. Dyson, <em>London Bridge: 2000 Years of a River Crossing</em>. MoLAS Monograph 8, English Heritage, London: 214-220.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"101","Ribarov, G. &#038; Bojev, Z. 1990. Investigation of the animal remains from the Late Iron Age Yassa-Tepe near Yambol. <em>Interdisciplinary Researches</em> 17: 83-90.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"102","Richardson, J. 2002. The mammal bones. In I. Roberts (ed.), <em>Pontefract Castle Archaeological Excavations 1982-86</em>. Yorkshire Archaeology 8, West Yorkshire Archaeological Service: 363-390.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"103","Russell, N. 1998. The Mesolithic-Neolithic transition in the faunal assemblage from Konispol Cave, Albania. In H. Buitenhuis, L. Bartosiewicz &#038; A.M. Choyke (eds), <em>Archaeozoology of the Near East III. Proceedings of the Third International Symposium on the Archaeozoology of Southwestern Asia and Adjacent areas</em>. Publication 18, Archaeological Research and Consultancy, Groningen: 145-159.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"104","Sadler, P. 1990. The Faunal remains. In J.R. Fairbrother (ed.), <em>Faccombe Netherton: Excavtions of a Saxon and Medieval Manorial Complex II</em>. British Museum Occasional Paper 74, British Museum, London: 462-508.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"105","Schibler, J. &#038; Furger, A.R. 1988. <em>Die Tierknochenfunde aus Augusta Raurica (Grabungen 1955-1974)</em>. Forschungen in Augst 9, R&#246;mermuseum Augst, Angst, 240p. See also Schmid, E. 1965. Damhirsche im r&#246;mischen Augst <em>Ur-Schweiz</em> 29: 53-63.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"106","Schwartz, C.A. 1985. Ayios Petros: the vertebrate and molluscan fauna final report. In N. Efstratiou (ed.), <em>Agios Petros. A Neolithic Site in the Northern Sporades: Aegean Relationships during the 5th Millennium</em>. BAR International Series 241, Archaeopress, Oxford: 151-163.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"107","Scott, S. 1991. The animal bones. In P. Armstrong, D. Tomlinson &#038; D. H. Evans (eds), <em>Excavations at Lurk Lane, Beverley 1979-82</em>. Sheffield Archaeological Reports 1, John Collis, Sheffield: 216-233.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"108","Smith, P. 2000. Analysis of the 11th-12th century animal bone. In C.J. Young (ed.), <em>Excavations at Carisbrooke Castle, Isle of Wight, 1921-1996</em>. Wessex Archaeology Report No. 18, Trust for Wessex Archaeology, Salisbury: 177-217.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"109","Stallibrass, S. 1988. The animal bones. In C. Scull, Excavations in  the Cloister of St. Fridewide's Priory, 1985: 21-73. <em>Oxoniensia</em> 53: 56-60.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"110","Startin, J. 1981. Animal bone. In D.W.A. Startin (ed.), Excavations at South Grove Cottage: 21-42. <em>Proceedings of the Dorset Natural History and Archaeological Society</em> 103: 42.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"111","Takao&#287;lu, T. 2006. The Late Neolithic in the Eastern Aegean, excavations at G&#252;lpinar in the Troad. <em>Hesperia</em> 75: 289-315.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"112","Thawley, C. 1981. The mammal, bird and fish bones. In  J.E. Mellor &#038; T. Pearce (eds), <em>The Austin Friars, Leicester</em>. CBA Research Report 35, Leicester County Council, Leicester: 173-175.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"113","Thomas, R.M. 2005. <em>Animals, Economy and Status: Integrating Zooarchaeological and Historical Data in the Study of Dudley Castle, West Midlands (c.1100-1750)</em>. BAR British Series 392, Archaeopress, Oxford, 232p.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"114","Tranier, M. 1973. Antre Corcyien, note sur la faune des vert&#233;br&#233;s associ&#233;s au gisement Pr&#233;historique. <em>Bulletin de Correspondences Hell&#233;niques</em> 97: 528-535.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"115","Twiss, K., Martin, L., Pawlowska, K. &#038; Russell, N. 2005. Cultural and environmental materials reports: animal bone report. Online archive report. http://www.catalhoyuk.com/archive_reports/2005/ar05_21.html","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"116","Uerpmann, H.-P. 1970. <em>Die Tierknochenfunde aus der Talayot-Siedlung von S'Illot (San Lorenzo, Mallorca)</em>. Institut f&#252;r Pal&#228;oanatomie, Domestikationsforschung und Geschichte der Tiermedizin, Universit&#228;t M&#252;nchen, Munich.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"117","Watson, J.P.N. &#038; Stanley Price, N.P. 1992. The mammals. In A. Small (ed), <em>An Iron Age and Roman Republican Settlement on Botromagno, Gravina di Puglia, Excavations of 1965-1974, vol.1: The site</em>. BSR Archaeological Monographs 5, British School at Rome, London:  93-120.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"118","Westley, B. 1977. Animal bones. in K.J. Barton &#038; E.W. Holden, Excavations at Bramber Castle, Sussex, 1966-67: 11-79. <em>Archaeological Journal</em> 134: 67-68.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"119","Wilkens, B. 1996. I resti faunistici di Haghia Triada (Creta) in et&#224; neo e post-palaziale. Nota preliminare. In E. de Miro, L. Godart &#038; A. Sacconi (eds), <em>Atti e Memorie del Secondo Congresso Internazionale di Micenologia, Roma-Napoli, 14-20 Ottobre 1991. Vol. 3</em>. Archeologia GEI, Rome: 1511-1520.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"120","Wilkens, B. 2001. I resti faunistici provenienti da alcuni settori del Pretorio di Cortina. In A. DiVito (ed.), <em>Gortina V.3:1 Lo Scavo del Pretorio (1989-1995)</em>. Monographie della Scuola Archeologica di Atene, Athens: 731-766.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"121","Wilkens, B. 2003. Hunting and breeding in ancient Crete. In E. Kotjabopoulou, Y. Hamilakis, P. Halstead, C. Gamble &#038; P. Elefanti (eds), <em>Zooarchaeology in Greece: Recent Advances</em>. BSA Studies 9. British School at Athens, Athens: 85-90.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"122","Wilson, B. &#038; Bramwell, D. 1980. Animal bone and shell. In N. Palmer, A Beaker burial and medieval tenement in The Hamel, Oxford:124-225. <em>Oxoniensia</em> 45: 198-199.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"123","Wilson, B., Bramwell, D. &#038; Wheeler, A. 1975. The animal bones from the Broad Street and Old Gaol sites. <em>Oxoniensia</em> 40: 105-121.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"124","Yannouli, E. 1994. <em>Aspects of Animal use in Prehistoric Macedonia, Northern Greece: Examples from the Neolithic and Early Bronze Age</em>. PhD Thesis, St Edmunds College, University of Cambridge, Cambridge.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"125","Yannouli, E. 1997. Dhimitra, a Neolithic and Late Bronze age village in Northern Greece: the faunal remains. In D.V. Grammenos (ed.), <em>N&#949;&#959;&#955;&#953;&#952;&#953;&#954;&#951; M&#945;&#954;&#949;&#948;&#959;&#957;&#953;&#945; (Neolithic Macedonia)</em>. The Archaeological Receipts Fund, Athens: 101-127.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"126","Yannouli, E. &#038; Trantalidou, K. 1999. The fallow deer (<em>Dama dama</em> Linnaeus, 1758): archaeological presence and representation in Greece. In N. Benecke (ed.), <em>The Holocene History of the European Vertebrate Fauna: Modern Aspects of Research</em>. Verlag Marie Leidorf, Rahden: 247-281.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-03 00:00:00"
"127","Becker, C. 1986. <em>Kastanas: Ausgrabungen in einem Siedlungshugel der Bronze und Eisenzeit Makedoniens 1975-1979 - Die Tierknochenfunde</em>. Prähistorische Archäologie in Südosteuropa 5, Wissenschaftsverlag Volker Spiess, Berlin.","acznjs","2009-11-20 00:00:00","aczjd","2016-07-02 00:00:00"
"128","Driesch, von den A. 1999. Arch&#228;ozoologische Untersuchungen an Tierknochen aus dem Dritten und Ersten Vorchristlichen Jahrtausend von Be&#351;ik-Yassitepe, Westt&#252;rkei. <em>Studia Troica</em> 9: 439-474.","acznjs","2010-01-19 00:00:00","aczjd","2016-07-03 00:00:00"
"129","Sykes, N.J. Personal communication.","acznjs","2010-04-30 00:00:00","aczjd","2016-07-03 00:00:00"
"130","Allen, M. &#038; Sykes, N. Personnal communication.","acznjs","2010-04-30 00:00:00","aczjd","2016-07-03 00:00:00"
"131","Baker, P. Personal communication.","acznjs","2010-05-19 00:00:00","aczjd","2016-07-03 00:00:00"
"132","Holmes, M. 2009. The animal bone. In C. Hewitson (ed.), <em>Westgate, Area 1, Wakefield</em>. Birmingham Archaeology, Unpublished report PN1881.","acznjs","2010-07-06 00:00:00","aczjd","2016-07-03 00:00:00"
"133","Sykes, N.J. 2001. <em>The Norman Conquest: A Zooarchaeological Perspective</em>. Unpublished PhD thesis, University of Southampton, Southampton.","acznjs","2010-07-08 00:00:00","aczjd","2016-07-03 00:00:00"
"134","Gi&#380;ejewski, Z.,  Wojtal, P., Csap&#243;, J. Gi&#380;ejewski, J., Jaczewski, Z. &#038; Csap&#243; Jr., J. 2004. Remains of Late Pleistocene reindeer from Chmielewo, northeast Poland. <em>European Journal of Wildlife Research</em> 50: 207-212.","acznjs","2010-07-09 00:00:00","aczjd","2016-07-03 00:00:00"
"135","De Cupere, B. Personal communication.","acznjs","2010-07-13 00:00:00","aczjd","2016-07-03 00:00:00"
"136","B&#246;k&#246;nyi S. 1971. Angaben zum fr&#252;hholoz&#228;nen vorkommen des damhirsches, <em>Cervus</em> (<em>Dama</em>) <em>dama</em> (Linn&#233;, 1758), in Europa. <em>Sgetierkundliche Mitteilungen</em> 19: 206-217.","acznjs","2010-07-14 00:00:00","aczjd","2016-07-02 00:00:00"
"137","Thomas, R.M. Personal communication.","acznjs","2010-07-14 00:00:00","aczjd","2016-07-03 00:00:00"
"138","Johnstone, C. 1997. <em>Technical report: Preliminary results from the investigation of vertebrate remains from Castagna, Sicily (site code: CA94)</em>. Reports from the Environmental Archaeology Unit, York 97/53.","acznjs","2010-09-14 00:00:00","aczjd","2016-07-03 00:00:00"
"139","Sykes, N.J., Ingrem, C. &#038; Ayres K. 2005. The bones and shell. In R. Poulton (ed.), <em>A Medieval Royal Complex at Guildford: Excavations at the Castle and Palace</em>. Surrey Archaeological Society, Guildford: 116-132.","acznjs","2010-10-01 00:00:00","aczjd","2016-07-03 00:00:00"
"140","Schmid, E. 1965. Damhirsche im r&#246;mischen Augst <em>Ur-Schweiz</em> 29: 53-63.","acznjs","2010-10-05 00:00:00","aczjd","2016-07-03 00:00:00"
"141","Maltby, M. &#038; Hambleton, E. 2004. <em>Animal bones from Laugharne Castle, Dyfed, Wales</em>. Unpublished Report for CADW.","acznjs","2010-10-10 00:00:00","aczjd","2016-07-03 00:00:00"
"142","De Cupere, B., Duru, R. &#038; Umurtak, G. 2008. Animal husbadnry at the early Neolithic to early Bronze Age site of Badema&#287;ac&#305; (Antalya province, SW Turkey) evidence from the faunal remains. In E. Vila, L. Gourichon, A.M. Choyke &#038; H. Buitenhuis (eds), <em>Proceedings of the eighth International Symposium on the ASWA. Archaeozoology of the Near East VIII/1</em>.  Maison de l’Orient et de la M&#233;diterran&#233;e, Lyon:  367-405","acznjs","2010-11-02 00:00:00","aczjd","2016-07-03 00:00:00"
"143","De Cupere, B. &#038; Duru, R. 2003. Faunal remains from Neolithic H&#246;y&#252;cek (SW-Turkey) and the presence of early domestic cattle in Anatolia. <em>Pal&#233;orient</em> 29(1): 107-120.","acznjs","2010-11-09 00:00:00","aczjd","2016-07-03 00:00:00"
"144","Beglane, F. 2006. The faunal material. In &#211;. Baoill, Excavations at Newtownstewart Castle, County Tyrone. <em>Ulster Journal of Archaeology</em> 64: 95-102.","acznjs","2010-11-10 00:00:00","aczjd","2016-07-02 00:00:00"
"145","Carenti. G. 2012. L'area 20100 del bastione S. Giacomo ad Alghero: le faune tra XVI e XVII secolo. In J. De Grossi Mazzorin, D. Sacc&#224; &#038; C. Tozzi (eds), <em>Atti del VI Convegno Nazionale di Archeozoologia</em>. Parco dell'Orecchiella, San Romano in Garfagnan, Lucca, Italy: 291-296.","aczrm","2012-03-14 00:00:00","aczjd","2016-07-02 00:00:00"
"146","Westoby, J. Unpublished. Recorded by J. Westoby.","aczrm","2012-04-03 00:00:00","aczjd","2016-07-03 00:00:00"
"147","Bowen, F. Unpublished data, Norma Chapman Collection.","aczrm","2012-04-18 00:00:00","aczjd","2016-07-02 00:00:00"
"148","Bejenaru, L. 2009. <em>Archaeozoological Approaches to Medieval Moldavia</em>. BAR International Series 1954, Archaeopress, Oxford, 153p.","aczrm","2012-05-10 00:00:00","aczjd","2016-07-02 00:00:00"
"149","Manaseryan, N. Personal communication.","aczrm","2012-06-19 00:00:00","aczjd","2016-07-03 00:00:00"
"150","Detry, C. Personal communication. Unpublished data.","aczrm","2012-06-19 00:00:00","aczjd","2016-07-03 00:00:00"
"151","Morris, J. 2011. <em>Assessment of the animal bone from Tothill Street, Minster, Kent (KT-TSM10)</em>. Unpublished MoLA Assessment BON/ASS/06/2011.","aczrm","2012-06-19 00:00:00","aczjd","2016-07-03 00:00:00"
"152","Unpublished MoLA collections","aczrm","2012-06-19 00:00:00","",""
"153","Maltby, M. 2010. <em>Feeding a Roman Town</em>. Winchester Museums, Winchester: 78-79.","aczrm","2012-06-19 00:00:00","aczjd","2016-07-03 00:00:00"
"154","Ward, R. 2010. <em>The Animal Bone from Sparsholt Villa</em>. Unpublished MA dissertation, University of Southampton, Southampton.","aczrm","2012-06-19 00:00:00","aczjd","2016-07-03 00:00:00"
"155","Alen, A., Pigi&#232;re, F., Wouters, W. &#038; Van Neer, W. 2013. Boussu-Boussu: la faune du ch&#226;teau de Boussu. <em>Chronique de l’Arch&#233;ologie wallonne</em> 20: 108-110.","aczrm","2012-06-22 00:00:00","aczjd","2016-07-02 00:00:00"
"156","Esser, E. &#038; Beerenhout, B. 2007. <em>Bijzonder bot uit de Bierstraat</em>. Ossicle 124 (intern report Archeoplan Eco), Delft.","aczrm","2012-07-02 00:00:00","aczjd","2016-07-03 00:00:00"
"157","Zeiler, J.T. 2007. <em>Adellijk afval: archeozo&#246;logisch onderzoek van de laat-middeleeuwse kastelen Egmond en Brederode</em>. ArchaeoBone Rapport 61, Intern rapport in opdracht van Provincie Noord-Holland, ArchaeoBone, Leeuwarden, 30p.","aczrm","2012-07-02 00:00:00","aczjd","2016-07-03 00:00:00"
"158","Petts, D. Personal communication.","aczrm","2012-07-02 00:00:00","aczjd","2016-07-03 00:00:00"
"159","Brown, R. &#038; Hardy, A. 2011. <em>Trade and Prosperity, War and Poverty: An Archaeological and Historical Investigation Into Southampton's French Quarter</em>. Oxford Archaeology, Oxford, 375p.","aczrm","2012-07-02 00:00:00","aczjd","2016-07-02 00:00:00"
"160","Madgwick, R. Personal communication. Unpublished data.","aczrm","2012-07-02 00:00:00","aczjd","2016-07-03 00:00:00"
"161","Strid, L. 2012. <em>EKA Assessment Summary</em>. Unpublished report, Oxford Archaeology.","aczrm","2012-07-02 00:00:00","aczjd","2016-07-03 00:00:00"
"162","Jong, T. de, Carmiggelt, A. &#038; Van den Eynde, G. 1997. Met de Nassaus aan tafel: dierlijk botmateriaal uit het kasteel van Breda onderzocht. <em>Brabants Heem</em> 49: 121-129.","aczrm","2012-08-07 00:00:00","aczjd","2016-07-03 00:00:00"
"163","Gal, E. Personal communication.","aczrm","2012-10-10 00:00:00","aczjd","2016-07-03 00:00:00"
"164","G&#252;ndem, C.Y. 2010. Animal based economy in Troia and the Troas during the maritime Troy Culture (c. 3000-2200 BC) and a general summary for West Anatolia. Unpublished PhD thesis, University of T&#252;bingen, T&#252;bingen.","acznjs","2012-11-30 00:00:00","aczjd","2016-07-03 00:00:00"
"165","Atici, L. Reference Collection, University of Nevada Las Vegas.","acznjs","2015-10-24 00:00:00","aczjd","2016-04-05 00:00:00"
"166","Daujat, J. 2013. <em>Ungulate invasion on a Mediterranean island: the Cypriot Mesopotamian fallow deer over the past 10,000 years</em>. Unpublished PhD thesis, Muséum national d'Histoire naturelle de Paris, FR/University of Aberdeen, UK. Recorded by J. Daujat. NB: linked to Daujat et al. in prep. New methodological approach to investigate morphological variability in highly sexually dimorphic species. <em>Journal of Archaeological Science</em> (intended journal).","acznjs","2015-10-24 00:00:00","aczjd","2016-07-03 00:00:00"
"167","Carden, R.F. 2006. <em>Putting the flesh on bones: the life and death of the giant Irish deer (</em>Megaloceros giganteus<em>, Blumenbach 1803)</em>. Ph.D. Thesis, National University of Ireland, University College Dublin, Dublin, 402p.","acznjs","2015-10-24 00:00:00","aczjd","2016-07-02 00:00:00"
"168","Sykes, N.J., White, J., Hayes, T.E. &#038; Palmer, M.R. (2006). Tracking animals using strontium isotopes in teeth: the role of fallow deer (<em>Dama dama</em>) in Roman Britain. <em>Antiquity</em> 80: 948-959.","aczhm","2015-11-13 00:00:00","aczjd","2016-07-03 00:00:00"
"169","Jay, M. &#038; Richards, M.P. 2007. British Iron Age diet: stable isotopes and other evidence. <em>Proceedings of the Prehistoric Society</em> 73: 169-190.","aczhm","2015-11-17 00:00:00","aczjd","2016-07-03 00:00:00"
"170","Weinstock, J. 2000. <em>Late Pleistocene reindeer populations in Middle and Western Europe: an osteometric study of </em> Rangifer tarandus. BioArchaeologica 3, Mo Vince Verlag. T&#252;bingen, 307p.","acznjs","2015-12-29 00:00:00","aczjd","2016-07-03 00:00:00"
"171","Jay, M. Personal communication.","aczhm","2015-12-30 00:00:00","aczjd","2016-07-03 00:00:00"
"172","Jay, M. The High Pasture Cave Project: http://www.high-pasture cave.org/index.php/home/.","aczhm","2015-12-30 00:00:00","aczjd","2016-07-03 00:00:00"
"173","Jay, M., Grimes, V. &#038; Richards, M.P. 2012. Stable isotope analyses of animal bone from Pontenewydd Cave. In S. Aldhouse-Green, R. Peterson &#038; E. A. Walker (eds), <em>Neanderthals in Wales: Pontnewydd and the Elwy Valley</em>. Oxford, Oxbow Books: 320-326.","aczhm","2015-12-30 00:00:00","aczjd","2016-07-03 00:00:00"
"174","Billson, R.A. 2008. <em>An Investigation into the Relationship Between the Size of Antlers and Age of Animal in Fallow Deer (Dama dama) Bucks, and the Possibility of Aging Antlers Recovered from Archaeological Excavations</em>. Unpublished BSc thesis, University of London, London.","acznjs","2015-12-31 00:00:00","aczjd","2016-07-02 00:00:00"
"175","Harris, K.M. 2014. <em>The social role of hunting and wild animals in Late Bronze Age Crete: a social zooarchaeological analysis</em>. Unpublished PhD thesis, University of Southampton, Southampton. See also: Hallager, E. 2001. A waste deposit from a LBA-shrine in Khania?. In R. Laffineur &#038; R. Hagg (eds), <em>Potnia: Deities and Religion in the Aegean Bronze Age. Proceedings of the 8th International Aegean Conference Göteborg, Göteborg University, 12-15 April 2000</em>. Aegeum 22, University of Liege and University of Texas at Austin, Liege and Austin: 175-180.","acznjs","2015-12-31 00:00:00","aczjd","2016-08-31 00:00:00"
"176","Vigne J-D. 2011. Le daim de M&#233;sopotamie (<em>Dama dama mesopotamica</em>). In J. Guilaine, F. Briois &#038; J.-D. Vigne (eds), <em>Shillourokambos. Un &#233;tablissement n&#233;olithique pr&#233;-c&#233;ramique &#224; Chypre. Les fouilles du Secteur 1</em>. Errance/ &#201;cole Fran&#231;aise d’Ath&#232;nes, Paris: 971–1000.","acznjs","2015-12-31 00:00:00","aczjd","2016-07-03 00:00:00"
"177","Croft P. 2003. The Animal Bones. In E. Peltenburgh (ed.), <em>The Colonisation and Settlement of Cyprus. Investigations at Kissornerga-Mylouthkia, 1976-1996</em>. Studies in Mediterranean Archaeology LXX:4 (Lemba Archaeological Project, Cyprus, III:1), Paul &#197;str&#246;ms, S&#228;vedalen: 49-58 (Part I: Cypro-PPNB), 225-238 (Part II: Chalcolithic). Publication, images and data can be downloaded from here: http://archaeologydataservice.ac.uk/archives/view/mylouthkia_ba_2009/downloads.cfm?CFID=1166723&CFTOKEN=E0DAE40D-F8DF-488D-A4D26224083943C7","acznjs","2016-01-09 00:00:00","aczjd","2016-07-02 00:00:00"
"178","Croft P. 2008. Appendix A. Animal remains from Paralimni-Nissia. In P. Flourentzos, <em>The Neolithic settlement of Paralimni</em>. The Department of Antiquities of Cyprus, Nicosia: 101-113.","aczhm","2016-01-16 00:00:00","aczjd","2016-07-02 00:00:00"
"179","Croft P. 2005. Mammalian fauna. In I. Todd (ed.), <em>Excavations at Kalavasos-Tenta. Volume II</em>. Studies in Mediterranean Archaeology LXXI: 7 (Vasilikos Valley Project 7), Paul &#197;str&#246;ms, S&#228;vedalen: 342-367.","aczhm","2016-01-16 00:00:00","aczjd","2016-07-02 00:00:00"
"180","Croft P. 1996. Animal remains. In D. Frankel &#038; J. Webb (eds), <em>Marki Alonia. An early and middle Bronze Age town in Cyprus. Excavations 1990-1994</em>. Studies in Mediterranean Archaeology CXXIII: 1, Paul &#197;str&#246;ms, Jonsered: 217-223. Croft P. 2006. Animal bones. In D. Frankel &#038; J. Webb (eds), <em>Marki Alonia. An early and middle Bronze Age town in Cyprus. Excavations 1995-2000</em>. Studies in Mediterranean Archaeology CXXIII: 2, Paul &#197;str&#246;ms, Jonsered; 263-281. This publication has a CD-Rom containing all the raw data.","aczhm","2016-01-16 00:00:00","aczjd","2016-07-02 00:00:00"
"181","Sykes, N.J. Personal communication. Muséum national d'Histoire naturelle collection.","acznjs","2016-01-16 00:00:00","aczjd","2016-07-03 00:00:00"
"182","Beglane, F. 2010. Deer and Identity in Medieval Ireland. In M. Kucera &#038; G.-K. Kunst (eds), <em>Bestial Mirrors: Animals as material culture in the Middle Ages &#8722; 3: Using animals to construct human identities in Medieval Europe</em>.  Vienna Institute for Archaeological Science, Vienna: 77-84.","aczhm","2016-01-18 00:00:00","aczjd","2016-07-02 00:00:00"
"183","Beglane, F. 2015a. The social significance of game in the diet of later medieval Ireland. <em>Proceedings of the Royal Irish Academy</em> 115C: 1-30.","aczhm","2016-01-18 00:00:00","aczjd","2016-07-02 00:00:00"
"184","Beglane, F. 2015b. <em>Anglo-Norman parks in medieval Ireland: 1169-c.1350</em>.  Four Courts Press, Dublin, 240p.","aczhm","2016-01-18 00:00:00","aczjd","2016-07-02 00:00:00"
"185","Ayton, G. 2011. <em>The mammal and bird bone from Carisbrooke Castle, Isle of Wight, 2006 and 2008 excavations</em>. Research Department Report Series 65-2011, English Heritage, 55 p.","aczhm","2016-01-21 00:00:00","aczjd","2016-04-05 00:00:00"
"186","Çak&#305;rlar, C. 2012. Neolithic Dairy Technology at the European-Anatolian Frontier: Implications of Archaeozoological Evidence from Ulucak H&#246;y&#252;k, &#304;zmir, Turkey, ca. 7000-5700 cal. BC. <em>Anthropozoologica</em> 47(2) : 79–100.","aczhm","2016-01-21 00:00:00","aczjd","2016-07-02 00:00:00"
"187","Bar-Oz, G. 2004. <em>Epipalaeolithic subsistence strategies in the Levant. A zooarchaeological perspective</em>. Brill Academic Publishers, Boston, 156p.","aczjd","2016-02-19 00:00:00","aczjd","2016-07-02 00:00:00"
"188","Atici, L. 2009. Implications of age structures for Epipaleolithic hunting strategies in the Western Taurus Mountains, Southwest Turkey. <em>Anthropozoologica</em> 44(1): 13-39. Unpublished data, recorded by L. Atici.","aczjd","2016-02-19 00:00:00","aczjd","2016-07-02 00:00:00"
"189","Buitenhuis, H. 2008. Il&#305;p&#305;nar: the faunal remains from the late Neolithic and early Chalcolithic. In E. Vila, L. Gourichon, A.M. Choyke &#038; H. Buitenhuis (eds), <em>Proceedings of the eighth International Symposium on the ASWA. Archaeozoology of the Near East VIII/1</em>.  Maison de l’Orient et de la M&#233;diterran&#233;e, Lyon: 299-322.","aczjd","2016-02-26 00:00:00","aczjd","2016-07-03 00:00:00"
"190","Valenzuela, A. Personal communication.","aczjd","2016-04-04 00:00:00","aczjd","2016-07-03 00:00:00"
"191","Jay, M. &#038; Richards, M.P. 2006. Diet in the Iron Age cemetery population at Wetwang Slack, East Yorkshire, UK: carbon and nitrogen stable isotope evidence. <em>Journal of Archaeological Science</em> 33: 653-662.","aczhm","2016-04-20 00:00:00","aczjd","2016-07-03 00:00:00"
"192","Jay, M. 2005. <em>Stable Isotope Evidence for British Iron Age Diet: Inter- and intra-site variation in carbon and nitrogen from bone collagen at Wetwang in East Yorkshire and sites in East Lothian, Hampshire and Cornwall</em>. Unpublished PhD Thesis, University of Bradford, Bradford.","aczhm","2016-04-20 00:00:00","aczjd","2016-07-03 00:00:00"
"193","Trantalidou, K. Personal communication.","aczhm","2016-04-20 00:00:00","aczjd","2016-07-03 00:00:00"
"194","Stockhammer, P.W. Institut f&#252;r Ur- und Fr&#252;hgeschichte und Vorderasiatische Arch&#228;ologie Universit&#228;t Heidelberg and Gorzyk, J. Cornell University, excavation. Personal communication.","aczhm","2016-04-20 00:00:00","aczjd","2016-07-03 00:00:00"
"195","Bejanaru, L., Oleic, C. &#038; Stanc, S. 2009. A faunal assemblage from the Chalcolithic settlement of Poduri-Dealul Ghindaru (Bacau country). Preliminary data on subsistence patters associated with Cucuteni-phase B level. <em>Analele &#350;tiin&#355;ifice ale Universit&#259;&#355;ii „Al. I. Cuza” Ia&#351;i, s. Biologie animal&#259;</em> 55: 223-227.","aczhm","2016-04-20 00:00:00","aczjd","2016-07-02 00:00:00"
"196","Wilson, R.J.A. 2000. Campanaio - an agricultural settlement in Roman Sicily. <em>Antiquity</em> 74(284): 289-290. Wilson, R.J.A. 1996. Rural life in Roman Sicily: excavations at Castagna and Campanaio. In R.J.A. Wilson (ed.), <em>From River Trent to Raqqa. Nottingham University Archaeological Fieldwork in Britain, Europe and the Middle East, 1991-1995</em>. Nottingham Studies in Archaeology 1, University of Nottingham, Exeter: 24-41.","aczhm","2016-04-20 00:00:00","aczjd","2016-07-03 00:00:00"
